a,긍정,부정,진보,보수,찬성,반대,b,c,d
1,0.6,31.97,13.34,7.45,7.14,48.43,"北, NLL이남·ICBM 이어 또 도발...탄도미사일 4발 발사"," 북한이 오늘(5일) 서해상으로 단거리 탄도미사일(SRBM) 4발을 발사했습니다. 합동참모본부는 이날 오전 11시 32분쯤부터 11시 59분쯤까지 북한이 평안북도 동림 일대에서 북한 서해상으로 발사한 SRBM 4발이 포착됐다고 밝혔습니다. 이 미사일은 비행거리가 약 130㎞, 고도는 약 20㎞, 속도는 약 마하 5(음속 5배)로 탐지됐으며, 세부 제원은 한미 정보당국이 정밀 분석 중입니다.  군은 관련 동향을 면밀히 감시하며 추가 도발에 대한 대비 태세를 강화하고 있습니다. 한편, 북한은 최근 나흘 중 사흘에 걸쳐 탄도미사일을 발사했습니다. 한미가 진행한 대규모 연합공중훈련 '비질런트 스톰'(Vigilant Storm)을 빌미로 북한이 도발한 것으로 추정됩니다. 지난 2일 북한이 분단 이래 처음으로 북방한계선(NLL) 이남으로 SRBM을 발사하는 등 10시간 동안 4차례에 걸쳐 미사일 총 25발가량을 퍼부은 데 이어, 3일 오전 7시 40분쯤에는 북한이 '화성-17형'으로 추정되는 대륙간탄도미사일(ICBM)을 발사했다는 사실이 잇따라 확인됐습니다. 이날 북한은 정상 비행에 실패했지만 2단 분리까지 성공했습니다. 이 미사일은 최고 고도 약 1천 920km, 비행거리 760km, 최고 속도 약 마하 15(음속 15배)로 탐지됐습니다. ICBM에 이어 오전 8시 39분쯤 북한은 단거리 탄도미사일(SRBM) 2발을 발사했고, 오후 9시 35분쯤에도 액체연료 계열 구형 미사일로 추정되는 SRBM 3발을 발사했습니다. 2일 NLL을 넘은 미사일은 강원 원산에서 발사돼 울릉도 방향으로 향하다 NLL 이남 26km·속초 동방 57km·울릉 서북방 167km 해역에 떨어졌고, 울릉도에는 공습경보가 발령되기도 했습니다. 4일에는 탄도미사일을 쏘지는 않았지만, 오전 11시쯤부터 약 4시간에 걸쳐 군용기 비행 항적 180여 개를 띄우며 무력 시위를 이어갔습니다. [오서연 디지털뉴스부 인턴기자 syyoo98@yonsei.ac.kr]",https://v.daum.net/v/20221105175647811
1,3.3,28.92,19.34,19.29,7.19,38.77,"북, 북·중 접경지서 서해로 미사일 4발 발사 도발","북한이 5일 서해상으로 단거리 탄도미사일(SRBM) 4발을 발사했다. 한·미 연합공중훈련 ‘비질런트 스톰’(Vigilant Storm)’에 미국의 전략폭격기 B-1B 랜서까지 투입도고 훈련 기간이 이날까지 하루 연장되자 도발한 것으로 보인다. 합동참모본부는 이날 오전 11시32분부터 11시59분까지 북한이 평안북도 동림 일대에서 북한 서해상으로 SRBM 4발을 쏜 것이 포착됐다고 밝혔다. 이들 미사일은 비행거리 약 130㎞, 고도 약 20㎞, 속도 약 마하 5(음속 5배)로 탐지됐으며, 세부 제원은 한미 정보당국이 정밀하게 분석하고 있다. 동림은 중국 단둥에서 약 20㎞ 거리에 있는 북중 접경 지역이다. 북한이 이처럼 북쪽 지역에서 동해가 아닌 서해로 탄도미사일을 발사한 것은 극히 이례적이어서 우리 군도 의도를 분석하고 있다. 미사일 기종은 고도로 볼 때 초대형 방사포(KN-25), 속도를 고려할 때 북한판 이스칸데르(KN-23) 등일 가능성이 제기된다. 북한은 최근 나흘 동안 사흘에 걸쳐 탄도미사일을 발사했다. 지난 3일 오전 7시 40분께 ‘화성-17형’으로 추정되는 대륙간탄도미사일(ICBM)과 단거리 탄도미사일(SRBM)을 발사했다. 앞서 지난 2일에는 동해 북방한계선(NLL) 이남 공해상 방향으로 SRBM을 비롯해 총 25발의 미사일을 쐈다. NLL을 넘은 미사일은 강원 원산에서 발사돼 울릉도 방향으로 향하다가 NLL 이남 26㎞·속초 동방 57㎞·울릉 서북방 167㎞ 해역에 떨어졌고 울릉도에는 공습경보가 발령됐다. 북한은 전날 오전 11시쯤 약 4시간에 걸쳐 군용기 비행 항적 180여 개를 띄우면서 폭격기의 공대지 사격을 감행했다. 북한은 올해 들어 탄도미사일을 33차례 쐈고, 순항미사일을 3차례 발사한 것이 언론에 공개됐다. 박효재 기자 mann616@kyunghyang.com",https://v.daum.net/v/20221105175407761
1,0.74,14.2,29.89,32.56,7.74,58.1,美 전략폭격기 B-1B 한반도 전개···北 도발에 '강력 경고',김경호 앵커>  북한이 도발 위협 수위를 높이는 가운데 미국 전략자산인 B-1B 랜서 전략폭격기가 한반도에 전개됩니다.  군은 미 공군 B-1B 전략폭격기가 오늘 오후 한반도에서 한미 연합공중훈련 '비질런트 스톰'에 참가할 예정이라고 밝혔습니다.  B-1B는 북한이 6차 핵실험과 대륙간 탄도미사일 발사 등 연속 대형 도발에 나선 이후인 2017년 12월 항공기 260여대가 동원된 한미 연합공중훈련에도 참여한 바 있습니다.  이번에는 북한이 최근 동해 북방한계선 NLL 이남 탄도미사일 발사와 ICBM 발사는 물론 7차 핵실험 준비를 마무리한 상태에서 전개됨에 따라 한미가 현 상황을 6차 핵실험 당시만큼이나 엄중하게 보고 있는 것으로 풀이됩니다.,https://v.daum.net/v/20221105175004662
1,1.97,53.2,15.06,27.45,0.61,98.39,"북한, 동해 아닌 서해로 SRBM 4발 발사 ‘이례적’…B-1B 투입 반발?","북한이 5일 서해상으로 단거리탄도미사일(SRBM) 4발을 발사했다. 미국 전략폭격기 B-1B ‘랜서’까지 투입된 한미연합 대규모 공중훈련 ‘비질런트 스톰’(Vigilant Storm)에 대한 반발로 보인다. 합동참모본부에 따르면 이날 오전 11시 32분부터 11시 59분까지 북한이 평안북도 동림 일대에서 북한 서해상으로 발사한 SRBM 4발이 포착됐다. 미사일의 비행거리는 약 130㎞, 고도 약 20㎞, 속도 약 마하 5(음속 5배)로 탐지됐고 세부 제원은 한미 정보당국이 정밀 분석 중이다. 동림은 중국 단둥에서 약 20㎞ 거리에 있는 북중 접경 지역 근처 지점이다. 북한이 이처럼 북쪽 지역에서, 동해가 아닌 서해로 탄도미사일을 발사하기는 극히 이례적이어서 우리 군도 의도를 분석하고 있다. 미사일 기종은 고도로 볼 때 초대형 방사포(KN-25), 속도를 고려할 때 북한판 이스칸데르(KN-23) 등일 가능성이 제기된다. 북한은 지난 2일 오전 6시 51분부터 오후 5시 10분까지 4차례에 걸쳐 단거리 탄도미사일(SRBM)과 지대공 미사일 등 약 25발을 퍼부었다. 같은 날 오전 8시 51분 강원 원산에서 발사된 1발은 분단 이후 처음으로 동해 북방한계선(NLL) 이남 26㎞·속초 동방 57㎞·울릉 서북방 167㎞ 공해상에 떨어졌고 미사일 진행 방향에 있던 울릉도에 공습경보가 발령됐다. 이튿날인 3일 오전 7시 40분에는 북한이 화성-17형으로 추정되는 대륙간탄도미사일(ICBM) 1발을 발사했다. 정상 비행에는 실패했으나 미사일 최고 고도 1920㎞, 비행거리 760㎞, 최고 속도 마하 15(음속 15배)로 탐지됐다. 같은날 오전 8시 39분 북한은 또다시 단거리 탄도미사일(SRBM) 2발을 발사했고, 오후 9시 35분 액체연료 계열 구형 미사일로 추정되는 SRBM 3발을 발사했다. 북한은 올해 들어 탄도미사일을 33차례 쐈고, 순항미사일을 3차례 발사한 것이 언론에 공개됐다. 북한은 한미가 지난달 31일 시작하고 기한을 하루 늘려 5일까지 진행한 대규모 연합공중훈련 ‘비질런트 스톰’(Vigilant Storm)을 빌미로 도발한 것으로 추정된다. 전날 오전 11시쯤부터 약 4시간에 걸쳐 군용기 비행 항적 180여 개를 띄워 폭격기의 공대지 사격을 감행한 것 역시 북한의 비질런트 스톰 ‘흉내 내기’로 평가된다. 권윤희 기자",https://v.daum.net/v/20221105174902629
1,0.52,36.78,21.77,33.49,2.54,63.09,"北, 또 SRBM 4발 발사…B1-B 랜서 전개에 강력 도발","5일 오전 11시 32분쯤 순차적 발사…미 장거리폭격기 비행 앞두고 반발‘죽음의 백조’ 랜서 2대 이날 오후 한반도 상공 비행해 남북한 최대긴장 북한이 5일 서해상으로 단거리 탄도미사일(SRBM) 4발을 발사했다. 미국의 장거리 핵전략폭격기 B-1B ‘랜서’의 한반도 전개에 대한 맞대응으로 안보 위기감이 고조되고 있다.  합동참모본부에 따르면 이날 오전 11시 32분께부터 11시 59분께까지 북한이 평안북도 동림 일대에서 북한 서해상으로 발사한 SRBM 4발이 포착됐다. 이들 미사일은 비행거리 약 130㎞, 고도 약 20㎞, 속도 약 마하 5(음속 5배)로 탐지됐고 세부 제원은 한미 정보당국이 정밀 분석 중이다. 군 관계자는 “감시태세를 강화한 가운데 북한의 동향을 면밀히 감시하고 있다”고 밝혔다. 북한은 촤근 나흘 중 사흘에 걸쳐 탄도미사일을 발사했다. 지난 3일 오전 7시 40분께 ‘화성-17형’으로 추정되는 대륙간탄도미사일(ICBM)을 발사했다. 정상 비행에는 실패했으나 2단 분리까지는 성공했고 최고 고도 약 1천920㎞, 비행거리 760㎞, 최고 속도 약 마하 15(음속 15배)로 탐지됐다. ICBM에 이어 오전 8시 39분께 SRBM 2발을 발사했고, 오후 9시 35분께도 액체연료 계열 구형 미사일로 추정되는 SRBM 3발을 발사했다. 지난 2일에는 분단 이래 초유의 동해 북방한계선(NLL) 이남 공해상 방향 SRBM 발사 등 10시간 동안 4차례에 걸쳐 미사일 총 25발 가량을 퍼부었다. NLL을 넘은 미사일은 강원 원산에서 발사돼 울릉도 방향으로 향하다가 NLL 이남 26㎞·속초 동방 57㎞·울릉 서북방 167㎞ 해역에 떨어졌고 울릉도에는 공습경보가 발령되기도 했다. 이날 군에 따르면 ‘죽음의 백조’란 닉네임을 지닌 미국의 장거리 핵전략폭격기 B-1B ‘랜서’ 2대가 5일 오후 한반도로 날아와 한미 연합공중훈련 ‘비질런트 스톰’(Vigilant Storm)에 참가했다, 비질런트 스톰은 지난 10월 31일부터 시작돼 11월 4일까지 닷새 동안 진행될 예정이었으나 북한이 탄도미사일을 동해 북방한계선(NLL) 이남으로 발사하는 등 도발을 감행하자 워싱턴에서 제54차 한미안보협의회의(SCM)에 참석 중이던 이종섭 국방부 장관이 미 국방부 장관에게 요청해 훈련기간을 하루를 더 연장한 바 있다. B-1B는 최고 속도 마하 1.25(음속 1.25배)로 비행하며 전략폭격기 중에서도 가장 많은 편인 60t 가까운 무장을 탑재할 수 있다. 지난달 24일 B-1B 랜서는 인도 태평양 지역에서 해군과 함께 기뢰 훈련을 수행한바 있다. B-1B 랜서는 언제 어디서나 전 세계에서 작전할 수 있다. B-1B 랜서는 길이 44.5m, 폭 41.8m, 무게 86t으로 최고속도가 마하 1.2에 달한다.  정충신 선임기자",https://v.daum.net/v/20221105174207493
1,1.12,33.69,62.67,48.69,1.74,30.02,"[속보]북, 서해로 단거리 탄도미사일 4발 발사···또 도발","북한이 5일 서해상으로 단거리 탄도미사일(SRBM) 4발을 발사했다. 합동참모본부에 따르면 이날 오전 11시32분부터 11시59분까지 북한이 평안북도 동림 일대에서 북한 서해상으로 발사한 SRBM 4발이 포착됐다. 이들 미사일은 비행거리 약 130㎞, 고도 약 20㎞, 속도 약 마하 5(음속 5배)로 탐지됐다. 북한은 촤근 나흘 중 사흘 간 탄도미사일을 발사했다. 지난 3일 오전 7시40분쯤 ‘화성-17형’으로 추정되는 대륙간탄도미사일(ICBM)을 발사했으며, 앞서 지난 2일에는 동해 북방한계선(NLL) 이남 공해상 방향으로 미사일을 총 25발을 쐈다. 이를 포함해 북한은 올해 들어 탄도미사일을 33차례 쐈고, 순항미사일을 3차례 발사했다. 북한은 한·미 연합공중훈련인 ‘비질런트 스톰’(Vigilant Storm)이 하루 연장돼 이날까지 진행되자 이를 빌미로 도발한 것으로 보인다. 북한은 전날 오전 11시부터 약 4시간에 걸쳐 군용기 비행 항적 180여 개를 띄우면서 폭격기의 공대지 사격을 감행했다. 박효재 기자 mann616@kyunghyang.com",https://v.daum.net/v/20221105173931417
1,1.52,23.05,31.72,22.82,9.69,44.8,北 또 도발..오늘 오전 서해상으로 탄도미사일 4발 발사,"            북한이 오늘(5일) 서해상으로 단거리 탄도미사일(SRBM) 4발을 발사했습니다.            합동참모본부는 오늘 오전 11시 30분쯤부터 12시쯤까지 북한이 평안북도 동림 일대에서 북한 서해상으로 발사한 SRBM 4발을 포착했다고 밝혔습니다.  이들 미사일은 비행거리 약 130㎞, 고도 약 20㎞, 속도 약 마하 5(음속 5배)로 탐지됐고 세부 제원은 한미 정보당국이 정밀 분석 중입니다.  군은 감시태세를 강화한 가운데 북한의 동향을 면밀히 감시했다고 밝혔습니다. 북한은 촤근 나흘 중 사흘에 걸쳐 탄도미사일을 발사했습니다.  북한은 지난 2일 분단 이래 초유의 동해 북방한계선(NLL) 이남 공해상 방향 SRBM 발사 등 10시간 동안 4차례에 걸쳐 모두 25발의 미사일을 퍼부었습니다.  NLL을 넘은 미사일은 강원 원산에서 발사돼 울릉도 방향으로 향하다 NLL 이남 26㎞·속초 동방 57㎞·울릉 서북방 167㎞ 해역에 떨어졌고, 울릉도에는 공습경보가 발령됐습니다.  이어 지난 3일에는 아침 7시 40분쯤 '화성-17형'으로 추정되는 대륙간탄도미사일(ICBM)을 발사했고, 오전 8시 40분쯤 단거리 탄도미사일(SRBM) 2발, 밤 9시 35분쯤 액체연료 계열 구형 미사일로 추정되는 SRBM 3발을 발사했습니다 북한은 한미가 지난달 31일부터 오늘까지 진행한 대규모 연합공중훈련 '비질런트 스톰'(Vigilant Storm)을 빌미로 도발한 것으로 추정됩니다. 전날 오전 11시쯤부터 약 4시간에 걸쳐 군용기 비행 항적 180여 개를 띄우면서 폭격기의 공대지 사격을 감행한 것 역시 비질런트 스톰 '흉내 내기'로 분석됩니다.",https://v.daum.net/v/20221105173902402
1,0.43,35.19,3.63,26.78,7.37,43.2,"‘죽음의 백조’ 美핵폭격기, 5년만에 한반도 전개","한미 연합공중훈련 ‘비질런트 스톰’(Vigilant Storm)이 5일 마무리되는 가운데, 미국이 ‘죽음의 백조’로 불리는 전략폭격기 B-1B 랜서(이하 B-1B)를 이날 오후 한미 훈련에 투입했다. 최근 도발 수위를 연일 높여가는 북한을 향한 경고장으로 풀이된다. 군에 따르면 미 공군 B-1B 전략폭격기가 이날 오후 한반도로 날아와 한미 연합공중훈련 ‘비질런트 스톰’(Vigilant Storm)에 참가했다. 미군은 지난달 중순 태평양 괌 앤더슨 기지에 B-1B 4대를 배치한 바 있다. 합참은 이날 “한미 공군이 지난 10월 31일(월)부터 시작한 연합공중훈련 ‘비질런트 스톰(Vigilant Storm)’의 일환으로 오늘 한반도 상공에서 미 공군 B-1B 전략폭격기(2대)와 한미 공군(韓 F-35A 4대, 美 F-16 4대) 연합 훈련을 실시했다”고 공식 발표했다. 합참은 “B-1B가 한반도에 전개하여 비행한 것은 지난 2017년 12월 이후 처음이며, 북한의 어떠한 도발에도 단호히 대응하겠다는 한미 연합방위능력과 태세, 미국의 강력한 확장억제공약 이행 의지를 보여주었다”고 밝혔다. ‘죽음의 백조’로 불리는 B-1B는 미국의 3대 전략폭격기로 꼽힌다. B-1B 폭격기는 길이 44.5m, 폭 41.8m, 무게 86t으로 최고 속도가 마하 1.2에 달한다. 전략폭격기 3총사 중 가장 빠르고 무장 탑재량도 많다. 기체 내부에 34t, 외부에 27t 등 총 61t의 폭탄·미사일을 탑재할 수 있다. 이번 비질런트 스톰에는 우리 공군 F-35A, F-15K, KF-16 전투기 등 140여 대와 미군 F-35B 전투기, EA-18 전자전기 등 100여 대를 포함해 총 240여 대가 참가했다. 북한은 비질런트 스톰이 김정은 국무위원장 등 수뇌부를 직접 겨냥하는 실전적 훈련인 점에 극도로 반발한 것으로 풀이된다. 비질런트 스톰은 평양 중심부가 포함된 북한 핵심 표적 수백 개를 단번에 타격할 수 있도록 전투기 각각에 임무를 부여하는 공중임무명령서(Pre-ATO)를 적용해 표적 탐지와 공중 침투를 연습하는 방식으로 이뤄진 것으로 알려졌다. 앞서 북한은 한미가 전격적으로 비질런트 스톰 훈련을 하루 연장하기로 결정하자 구형 미사일을 포함해 최소 30발 이상 미사일을 쏜 바 있다. 무력 시위 성격이 짙은 군용기 집단 비행도 감행했다. 북한 대외선전매체 ‘메아리’는 5일 “미국과 괴뢰들은 우리의 자위적인 대응조치들을 구실로 련합공중훈련을 연기함으로써 저들의 북침전쟁기도를 더욱 로골적으로 드러내놓았다”고 했다. ‘우리민족끼리’도 “괴뢰들이 외세와 야합하여 우리 공화국을 군사적으로 압살하기 위한 불장난소동을 그칠새 없이 벌려놓고 있는 것으로 하여 오늘 조선반도에서 군사적 긴장은 최고조에 달하고 있다”고 했다.",https://v.daum.net/v/20221105173729386
1,14.84,11.25,23.5,17.03,22.09,39.87,"北, 북중 접경서 서해로 미사일 4발 발사…저고도·짧은거리(종합)","(서울=연합뉴스) 김지헌 기자 = 북한이 5일 서해상으로 단거리 탄도미사일(SRBM) 4발을 발사했다. 북한은 한미가 지난달 31일 시작하고 기한을 하루 늘려 이날까지 진행하면서 미국 전략폭격기 B-1B '랜서'까지 투입한 대규모 연합공중훈련 '비질런트 스톰'(Vigilant Storm)을 빌미로 도발한 것으로 추정된다. 합동참모본부에 따르면 이날 오전 11시 32분께부터 11시 59분께까지 북한이 평안북도 동림 일대에서 북한 서해상으로 발사한 SRBM 4발이 포착됐다. 이들 미사일은 비행거리 약 130㎞, 고도 약 20㎞, 속도 약 마하 5(음속 5배)로 탐지됐고 세부 제원은 한미 정보당국이 정밀 분석 중이다. 군은 감시태세를 강화한 가운데 북한의 동향을 면밀히 감시했다고 밝혔다. 동림은 중국 단둥에서 약 20㎞ 거리에 있는 북중 접경 지역 근처 지점이다. 북한이 이처럼 북쪽 지역에서, 동해가 아닌 서해로 탄도미사일을 발사하기는 극히 이례적이어서 우리 군도 의도를 분석하고 있다. 미사일 기종은 고도로 볼 때 초대형 방사포(KN-25), 속도를 고려할 때 북한판 이스칸데르(KN-23) 등일 가능성이 제기된다. 북한은 최근 나흘 중 사흘에 걸쳐 탄도미사일을 발사했다. 지난 3일 오전 7시 40분께 '화성-17형'으로 추정되는 대륙간탄도미사일(ICBM)을 발사했다. 정상 비행에는 실패했으나 2단 분리까지는 성공했고 최고 고도 약 1천920㎞, 비행거리 760㎞, 최고 속도 약 마하 15(음속 15배)로 탐지됐다. ICBM에 이어 오전 8시 39분께 단거리 탄도미사일(SRBM) 2발을 발사했고, 오후 9시 35분께도 액체연료 계열 구형 미사일로 추정되는 SRBM 3발을 발사했다. 지난 2일에는 분단 이래 초유의 동해 북방한계선(NLL) 이남 공해상 방향 SRBM 발사 등 10시간 동안 4차례에 걸쳐 미사일 총 25발 가량을 퍼부었다. NLL을 넘은 미사일은 강원 원산에서 발사돼 울릉도 방향으로 향하다가 NLL 이남 26㎞·속초 동방 57㎞·울릉 서북방 167㎞ 해역에 떨어졌고 울릉도에는 공습경보가 발령되기도 했다. 전날 오전 11시께부터 약 4시간에 걸쳐 군용기 비행 항적 180여 개를 띄우면서 폭격기의 공대지 사격을 감행한 것 역시 비질런트 스톰 '흉내 내기'로 평가된다.  북한은 올해 들어 탄도미사일을 33차례 쐈고, 순항미사일을 3차례 발사한 것이 언론에 공개됐다.  jk@yna.co.kr ▶제보는 카톡 okjebo",https://v.daum.net/v/20221105173615380
1,1.7,40.54,29.91,16.82,2.49,44.84,"北, 탄도미사일 4발 발사…비질런트 스톰에 또 도발"," [서울=뉴시스] 김지은 기자 = 북한이 5일 오전 단거리 탄도미사일(SRBM) 4발을 발사했다고 합동참모본부가 밝혔다. 합참에 따르면 우리 군은 이날 오전 11시32분께부터 11시 59분께까지 북한이 평안북도 동림 일대에서 북한 서해상으로 발사한 단거리 탄도미사일 4발을 포착했다. 이 미사일의 비행거리는 약 130㎞, 고도 약 20㎞, 속도 약 마하 5(음속 5배)로 탐지됐으며, 세부제원은 한미 정보당국이 정밀 분석 중이다. 군은 한미 간 긴밀한 공조하에 관련 동향을 추적 감시하면서, 추가 도발에 대한 대비태세를 강화하고 있다. 북한은 최근 나흘 중 사흘에 걸쳐 탄도미사일을 발사했다. 한미가 지난달 31일 시작하고 기한을 하루 늘려 이날까지 진행한 대규모 연합공중훈련 '비질런트 스톰'(Vigilant Storm)을 빌미로 도발한 것으로 추정된다. 지난 2일 분단 이래 처음으로 북방한계선(NLL) 이남으로 SRBM을 발사하는 등 10시간 동안 4차례에 걸쳐 미사일 총 25발 가량을 퍼부은 데 이어 3일에는 화성-17형'으로 추정되는 대륙간탄도미사일(ICBM)을 발사하는 등 오전, 오후에 걸쳐 6발을 쐈다. ICBM은 2단 분리까지는는 성공했으나 정상비행은 실패했다. 4일에는 탄도미사일을 쏘지는 않았지만 오전 11시께부터 약 4시간에 걸쳐 군용기 비행 항적 180여 개를 띄우면서 무력 시위를 이어갔다. ☞공감언론 뉴시스 kje1321@newsis.com ",https://v.daum.net/v/20221105173101304
1,15.32,11.67,33.96,30.65,16.45,33.77,"합참 “北, 단거리탄도미사일 4발 서해상 발사 포착”","합동참모본부가 북한이 5일 서해상으로 단거리 탄도미사일(SRBM) 4발을 발사했다고 밝혔다. 합참에 따르면 이날 오전 11시32분쯤부터 11시59분쯤까지 북한이 평안북도 동림 일대에서 북한 서해상으로 발사한 SRBM 4발이 포착됐다. 이들 미사일은 비행거리 약 130㎞, 고도 약 20㎞, 속도 약 마하 5(음속 5배)로 탐지됐고 세부 제원은 한미 정보당국이 정밀 분석 중이다. 군은 감시태세를 강화한 가운데 북한의 동향을 면밀히 감시했다고 밝혔다. 북한이 한미 연합공중훈련 ‘비질런트 스톰’(Vigilant Storm) 마지막 날인 이날 항의성 무력도발을 했다는 분석이 나온다. 합참은 이날 한반도 상공에서 미 공군 B-1B 폭격기 2대와 F-16 전투기 4대, 그리고 우리 공군 F-35A 스텔스 전투기 4대 등을 동원한 연합훈련을 수행했다. 북한은 최근 나흘 중 사흘에 걸쳐 탄도미사일을 발사했다. 북한은 지난 3일 오전 7시40분쯤 ‘화성-17형’으로 추정되는 대륙간탄도미사일(ICBM)을 발사했다. 정상 비행에는 실패했으나 2단 분리까지는 성공했고 최고 고도 약 1920㎞, 비행거리 760㎞, 최고 속도 약 마하 15(음속 15배)로 탐지됐다. 같은 날 ICBM에 이어 오전 8시39분쯤에는 SRBM 2발을 발사했고, 오후 9시35분쯤에도 액체연료 계열 구형 미사일로 추정되는 SRBM 3발을 발사했다. 지난 2일에는 분단 이래 초유의 동해 북방한계선(NLL) 이남 공해상 방향 SRBM 발사 등 10시간 동안 4차례에 걸쳐 미사일 총 25발가량을 퍼부었다. NLL을 넘은 미사일은 강원 원산에서 발사돼 울릉도 방향으로 향하다가 NLL 이남 26㎞·속초 동방 57㎞·울릉 서북방 167㎞ 해역에 떨어졌고 울릉도에는 공습경보가 발령되기도 했다. 북한은 전날 오전 11시쯤부터 약 4시간에 걸쳐 군용기 비행 항적 180여 개를 띄우면서 폭격기의 공대지 사격을 감행하기도 했다. 북한은 올해 들어 탄도미사일을 33차례 쐈고, 순항미사일을 3차례 발사한 것이 언론에 공개됐다. 박성영 기자 psy@kmib.co.kr",https://v.daum.net/v/20221105172712244
1,9.13,20.72,53.49,57.74,20.74,33.07,"北, ICBM 발사한 지 이틀 만에 또다시 탄도미사일 4발 발사 (상보)"," [아시아경제 장희준 기자] 북한이 대륙간탄도미사일(ICBM)을 발사한 지 이틀 만에 서해상으로 단거리 탄도미사일(SRBM) 4발을 발사했다.  5일 합동참모본부에 따르면 군은 이날 오전 11시32분부터 오전 11시59분까지 평안북도 동림에서 북한이 서해상으로 발사한 SRBM 4발을 포착했다. 이들 미사일은 비행거리 약 130㎞, 고도 약 20㎞, 속도 마하 5(음속 5배)로 탐지됐고 세부 제원은 한미 정보당국이 정밀 분석 중이다. 군은 감시태세를 강화한 가운데 북한의 동향을 면밀히 추적 감시하고 있다. 북한은 최근 나흘 중 사흘에 걸쳐 탄도미사일을 발사했다. 지난 3일 오전 7시40분께 '화성-17형'으로 추정되는 ICBM을 발사했다. 정상 비행에는 실패했지만 2단 분리까지는 성공했고, 최고 고도 약 1920㎞, 비행거리 760㎞, 최고 속도 마하 15(음속 15배)로 탐지됐다. 북한은 또 ICBM에 이어 오전 8시39분께 SRBM 2발을 발사했고, 오후 9시35분께도 액체연료 계열의 구형 미사일로 추정되는 SRBM 3발을 발사했다. 이보다 앞선 2일에는 분단 이래 처음으로 동해 북방한계선(NLL) 이남 공해상 방향으로 SRBM을 발사하는 등 10시간 동안 4차례에 걸쳐 미사일 약 25발을 퍼부었다. NLL을 넘은 미사일은 강원 원산 일대에서 발사돼 울릉도 방향으로 향하다가 NLL 이남 26㎞·속초 동방 57㎞·울릉 서북방 167㎞ 해역에 떨어졌고, 이 때문에 울릉도 전역에는 초유의 공습경보가 발령되기도 했다. 북한은 한미가 지난달 31일부터 이날까지 진행한 대규모 연합공중훈련 '비질런트 스톰(Vigilant Storm)'을 빌미로 도발을 이어가는 것으로 추정된다. 전날 오전 11시께부터 4시간에 걸쳐 군용기 비행 항적 180여 개를 띄운 데 더해 폭격기로 공대지 사격을 감행한 것 역시 비질런트 스톰을 '흉내' 낸 것으로 평가된다. 북한은 올해 들어 탄도미사일을 33차례 쐈고, 순항미사일을 3차례 발사한 것이 언론을 통해 공개된 바 있다. 장희준 기자 junh@asiae.co.kr",https://v.daum.net/v/20221105172555223
1,3.74,24.97,24.48,16.68,3.02,96.86,"北, 서해상 탄도미사일 4발 발사…'비질런트 스톰' 반발"," [파이낸셜뉴스] 북한이 오늘 오전 서해상으로 단거리 탄도미사일(SRBM) 4발을 발사하며 무력 도발을 이어갔다.             5일 합동참모본부에 따르면 이날 오전 11시 32분께부터 11시 59분께까지 북한이 평안북도 동림 일대에서 북한 서해상으로 발사한 SRBM 4발이 포착됐다.  이들 미사일은 비행거리 약 130㎞, 고도 약 20㎞, 속도 약 마하5로 탐지됐다. 한미 정보당국이 세부 제원을 정밀 분석 중이다.  북한은 최근 4일 중 3일동안 탄도미사일을 발사했다.  지난 3일 오전 7시 40분께 '화성-17형'으로 추정되는 대륙간탄도미사일(ICBM)을 발사했다.  같은 날 오전 8시 39분께 단거리 탄도미사일(SRBM) 2발을 발사했고, 오후 9시 35분께도 액체연료 계열 구형 미사일로 추정되는 SRBM 3발을 발사했다.  지난 2일에는 분단 이후 처음으로 동해 북방한계선(NLL) 이남 공해상 방향으로 SRBM을 발사하는 등 10시간 동안 4차례에 걸쳐 미사일 25발 가량을 발사했다.  이는 한미간 대규모 연합공중훈련 '비질런트 스톰' 기한 연장을 이유로 도발한 것으로 분석된다.  북한은 올해 들어 탄도미사일을 33차례 쐈고, 순항미사일을 3차례 발사했다.",https://v.daum.net/v/20221105172553222
1,15.87,17.83,37.71,23.77,24.94,35.49,"북한, 서해상으로 단거리 탄도미사일 4발 발사","북한이 오늘 서해상으로 단거리 탄도미사일 4발을 발사했습니다. 합동참모본부는 오늘 오전 11시 32분부터 11시 59분까지 북한이 평안북도 동림 일대에서 북한 서해상으로 단거리 탄도미사일 4발을 발사한 것을 포착했다고 밝혔습니다. 미사일은 비행거리 약 130㎞, 고도 약 20㎞, 속도 마하 5로 탐지됐고, 세부 제원은 한미 정보당국이 정밀하게 분석 중입니다. 군은 한미 간 긴밀한 공조하에 관련 동향을 추적 감시하면서, 추가 도발에 대한 대비태세를 강화하고 있다고 밝혔습니다. 북한은 한미가 지난달 31일 시작한 뒤 기한을 하루 더 늘려 오늘까지 진행한 대규모 연합공중훈련 '비질런트 스톰'을 빌미로 도발한 것으로 추정됩니다. 서혜연 기자(hyseo@mbc.co.kr) 기사 원문 - https://imnews.imbc.com/news/2022/politics/article/6424058_35666.html",https://v.daum.net/v/20221105172512208
